"","season","season_week","week_start_date","total_cases","air_temperature","relative_humidity","specific_humidity","precipitation_amount","total_cases1","total_cases2","total_cases3","total_cases4","total_cases5","air_temperature1","air_temperature2","air_temperature3","air_temperature4","air_temperature5","relative_humidity1","relative_humidity2","relative_humidity3","relative_humidity4","relative_humidity5","specific_humidity1","specific_humidity2","specific_humidity3","specific_humidity4","specific_humidity5","precipitation_amount1","precipitation_amount2","precipitation_amount3","precipitation_amount4","precipitation_amount5"
"74","2001/2002",22,"11/26/2001",1,26.26,82.1614285714286,17.1142857142857,136.6,1,0,0,0,0,24.8071428571429,26.2114285714286,25.8342857142857,24.97,25.2628571428572,92.6785714285714,86.3671428571429,86.4457142857143,88.0585714285714,88.0142857142857,18.0328571428571,18.0857142857143,17.7728571428571,17.1571428571429,17.5914285714286,45.9,144,85.1,150,114.7
"75","2001/2002",23,"12/3/2001",1,25.14,95.1114285714286,19.1042857142857,77.01,1,1,0,0,0,26.26,24.8071428571429,26.2114285714286,25.8342857142857,24.97,82.1614285714286,92.6785714285714,86.3671428571429,86.4457142857143,88.0585714285714,17.1142857142857,18.0328571428571,18.0857142857143,17.7728571428571,17.1571428571429,136.6,45.9,144,85.1,150
"76","2001/2002",24,"12/10/2001",2,25.5428571428572,93.8342857142857,19.1057142857143,79.23,1,1,1,0,0,25.14,26.26,24.8071428571429,26.2114285714286,25.8342857142857,95.1114285714286,82.1614285714286,92.6785714285714,86.3671428571429,86.4457142857143,19.1042857142857,17.1142857142857,18.0328571428571,18.0857142857143,17.7728571428571,77.01,136.6,45.9,144,85.1
"77","2001/2002",25,"12/17/2001",4,24.9171428571429,96.49,19.1357142857143,92.07,2,1,1,1,0,25.5428571428572,25.14,26.26,24.8071428571429,26.2114285714286,93.8342857142857,95.1114285714286,82.1614285714286,92.6785714285714,86.3671428571429,19.1057142857143,19.1042857142857,17.1142857142857,18.0328571428571,18.0857142857143,79.23,77.01,136.6,45.9,144
"78","2001/2002",26,"12/24/2001",1,24.67,96.15,18.7985714285714,97.47,4,2,1,1,1,24.9171428571429,25.5428571428572,25.14,26.26,24.8071428571429,96.49,93.8342857142857,95.1114285714286,82.1614285714286,92.6785714285714,19.1357142857143,19.1057142857143,19.1042857142857,17.1142857142857,18.0328571428571,92.07,79.23,77.01,136.6,45.9
"79","2001/2002",27,"1/1/2002",4,26.4142857142857,80.8485714285714,17.09,24.4,1,4,2,1,1,24.67,24.9171428571429,25.5428571428572,25.14,26.26,96.15,96.49,93.8342857142857,95.1114285714286,82.1614285714286,18.7985714285714,19.1357142857143,19.1057142857143,19.1042857142857,17.1142857142857,97.47,92.07,79.23,77.01,136.6
"80","2001/2002",28,"1/8/2002",11,27.1342857142857,74.2614285714286,16.2928571428571,4.7,4,1,4,2,1,26.4142857142857,24.67,24.9171428571429,25.5428571428572,25.14,80.8485714285714,96.15,96.49,93.8342857142857,95.1114285714286,17.09,18.7985714285714,19.1357142857143,19.1057142857143,19.1042857142857,24.4,97.47,92.07,79.23,77.01
"81","2001/2002",29,"1/15/2002",16,25.9271428571429,79.2514285714286,16.28,14.1,11,4,1,4,2,27.1342857142857,26.4142857142857,24.67,24.9171428571429,25.5428571428572,74.2614285714286,80.8485714285714,96.15,96.49,93.8342857142857,16.2928571428571,17.09,18.7985714285714,19.1357142857143,19.1057142857143,4.7,24.4,97.47,92.07,79.23
"82","2001/2002",30,"1/22/2002",23,24.1242857142857,94.8885714285714,17.8714285714286,45.43,16,11,4,1,4,25.9271428571429,27.1342857142857,26.4142857142857,24.67,24.9171428571429,79.2514285714286,74.2614285714286,80.8485714285714,96.15,96.49,16.28,16.2928571428571,17.09,18.7985714285714,19.1357142857143,14.1,4.7,24.4,97.47,92.07
"83","2001/2002",31,"1/29/2002",12,22.4585714285714,98.0385714285714,16.7242857142857,68.8,23,16,11,4,1,24.1242857142857,25.9271428571429,27.1342857142857,26.4142857142857,24.67,94.8885714285714,79.2514285714286,74.2614285714286,80.8485714285714,96.15,17.8714285714286,16.28,16.2928571428571,17.09,18.7985714285714,45.43,14.1,4.7,24.4,97.47
"84","2001/2002",32,"2/5/2002",14,24.5542857142857,93.5357142857143,18.0242857142857,37.36,12,23,16,11,4,22.4585714285714,24.1242857142857,25.9271428571429,27.1342857142857,26.4142857142857,98.0385714285714,94.8885714285714,79.2514285714286,74.2614285714286,80.8485714285714,16.7242857142857,17.8714285714286,16.28,16.2928571428571,17.09,68.8,45.43,14.1,4.7,24.4
"85","2001/2002",33,"2/12/2002",18,24.6885714285714,90.52,17.4771428571429,34.33,14,12,23,16,11,24.5542857142857,22.4585714285714,24.1242857142857,25.9271428571429,27.1342857142857,93.5357142857143,98.0385714285714,94.8885714285714,79.2514285714286,74.2614285714286,18.0242857142857,16.7242857142857,17.8714285714286,16.28,16.2928571428571,37.36,68.8,45.43,14.1,4.7
"86","2001/2002",34,"2/19/2002",8,23.8514285714286,98.03,18.2428571428571,212.4,18,14,12,23,16,24.6885714285714,24.5542857142857,22.4585714285714,24.1242857142857,25.9271428571429,90.52,93.5357142857143,98.0385714285714,94.8885714285714,79.2514285714286,17.4771428571429,18.0242857142857,16.7242857142857,17.8714285714286,16.28,34.33,37.36,68.8,45.43,14.1
"87","2001/2002",35,"2/26/2002",7,25.3728571428572,90.6314285714286,18.1971428571429,152.1,8,18,14,12,23,23.8514285714286,24.6885714285714,24.5542857142857,22.4585714285714,24.1242857142857,98.03,90.52,93.5357142857143,98.0385714285714,94.8885714285714,18.2428571428571,17.4771428571429,18.0242857142857,16.7242857142857,17.8714285714286,212.4,34.33,37.36,68.8,45.43
"88","2001/2002",36,"3/5/2002",10,25.0885714285715,90.9171428571429,17.9471428571429,56.3,7,8,18,14,12,25.3728571428572,23.8514285714286,24.6885714285714,24.5542857142857,22.4585714285714,90.6314285714286,98.03,90.52,93.5357142857143,98.0385714285714,18.1971428571429,18.2428571428571,17.4771428571429,18.0242857142857,16.7242857142857,152.1,212.4,34.33,37.36,68.8
"89","2001/2002",37,"3/12/2002",7,24.9514285714286,92.8128571428571,18.2885714285714,54.1,10,7,8,18,14,25.0885714285715,25.3728571428572,23.8514285714286,24.6885714285714,24.5542857142857,90.9171428571429,90.6314285714286,98.03,90.52,93.5357142857143,17.9471428571429,18.1971428571429,18.2428571428571,17.4771428571429,18.0242857142857,56.3,152.1,212.4,34.33,37.36
"90","2001/2002",38,"3/19/2002",10,23.3514285714286,98.4242857142857,17.7857142857143,147.1,7,10,7,8,18,24.9514285714286,25.0885714285715,25.3728571428572,23.8514285714286,24.6885714285714,92.8128571428571,90.9171428571429,90.6314285714286,98.03,90.52,18.2885714285714,17.9471428571429,18.1971428571429,18.2428571428571,17.4771428571429,54.1,56.3,152.1,212.4,34.33
"91","2001/2002",39,"3/26/2002",5,23.8971428571429,97.8971428571429,18.2657142857143,127.2,10,7,10,7,8,23.3514285714286,24.9514285714286,25.0885714285715,25.3728571428572,23.8514285714286,98.4242857142857,92.8128571428571,90.9171428571429,90.6314285714286,98.03,17.7857142857143,18.2885714285714,17.9471428571429,18.1971428571429,18.2428571428571,147.1,54.1,56.3,152.1,212.4
"92","2001/2002",40,"4/2/2002",11,23.8871428571429,97.2728571428571,18.1342857142857,193.6,5,10,7,10,7,23.8971428571429,23.3514285714286,24.9514285714286,25.0885714285715,25.3728571428572,97.8971428571429,98.4242857142857,92.8128571428571,90.9171428571429,90.6314285714286,18.2657142857143,17.7857142857143,18.2885714285714,17.9471428571429,18.1971428571429,127.2,147.1,54.1,56.3,152.1
"93","2001/2002",41,"4/9/2002",8,24.5014285714286,92.4728571428571,17.7871428571429,51.9,11,5,10,7,10,23.8871428571429,23.8971428571429,23.3514285714286,24.9514285714286,25.0885714285715,97.2728571428571,97.8971428571429,98.4242857142857,92.8128571428571,90.9171428571429,18.1342857142857,18.2657142857143,17.7857142857143,18.2885714285714,17.9471428571429,193.6,127.2,147.1,54.1,56.3
"94","2001/2002",42,"4/16/2002",18,24.4228571428572,95.1914285714286,18.2,83.5,8,11,5,10,7,24.5014285714286,23.8871428571429,23.8971428571429,23.3514285714286,24.9514285714286,92.4728571428571,97.2728571428571,97.8971428571429,98.4242857142857,92.8128571428571,17.7871428571429,18.1342857142857,18.2657142857143,17.7857142857143,18.2885714285714,51.9,193.6,127.2,147.1,54.1
"95","2001/2002",43,"4/23/2002",13,24.2885714285715,94.6414285714286,18.0114285714286,73,18,8,11,5,10,24.4228571428572,24.5014285714286,23.8871428571429,23.8971428571429,23.3514285714286,95.1914285714286,92.4728571428571,97.2728571428571,97.8971428571429,98.4242857142857,18.2,17.7871428571429,18.1342857142857,18.2657142857143,17.7857142857143,83.5,51.9,193.6,127.2,147.1
"96","2001/2002",44,"4/30/2002",9,24.3657142857143,94.5171428571429,18.05,43.9,13,18,8,11,5,24.2885714285715,24.4228571428572,24.5014285714286,23.8871428571429,23.8971428571429,94.6414285714286,95.1914285714286,92.4728571428571,97.2728571428571,97.8971428571429,18.0114285714286,18.2,17.7871428571429,18.1342857142857,18.2657142857143,73,83.5,51.9,193.6,127.2
"97","2001/2002",45,"5/7/2002",22,23.7385714285714,97.1,17.8328571428571,103.15,9,13,18,8,11,24.3657142857143,24.2885714285715,24.4228571428572,24.5014285714286,23.8871428571429,94.5171428571429,94.6414285714286,95.1914285714286,92.4728571428571,97.2728571428571,18.05,18.0114285714286,18.2,17.7871428571429,18.1342857142857,43.9,73,83.5,51.9,193.6
"98","2001/2002",46,"5/14/2002",10,23.56,95.88,17.4471428571429,43.9,22,9,13,18,8,23.7385714285714,24.3657142857143,24.2885714285715,24.4228571428572,24.5014285714286,97.1,94.5171428571429,94.6414285714286,95.1914285714286,92.4728571428571,17.8328571428571,18.05,18.0114285714286,18.2,17.7871428571429,103.15,43.9,73,83.5,51.9
"99","2001/2002",47,"5/21/2002",5,24.31,94.7628571428571,17.9842857142857,61.02,10,22,9,13,18,23.56,23.7385714285714,24.3657142857143,24.2885714285715,24.4228571428572,95.88,97.1,94.5171428571429,94.6414285714286,95.1914285714286,17.4471428571429,17.8328571428571,18.05,18.0114285714286,18.2,43.9,103.15,43.9,73,83.5
"100","2001/2002",48,"5/28/2002",13,23.2471428571429,93.1242857142857,16.5671428571429,15.22,5,10,22,9,13,24.31,23.56,23.7385714285714,24.3657142857143,24.2885714285715,94.7628571428571,95.88,97.1,94.5171428571429,94.6414285714286,17.9842857142857,17.4471428571429,17.8328571428571,18.05,18.0114285714286,61.02,43.9,103.15,43.9,73
"101","2001/2002",49,"6/4/2002",2,24.17,93.8042857142857,17.6371428571429,38.48,13,5,10,22,9,23.2471428571429,24.31,23.56,23.7385714285714,24.3657142857143,93.1242857142857,94.7628571428571,95.88,97.1,94.5171428571429,16.5671428571429,17.9842857142857,17.4471428571429,17.8328571428571,18.05,15.22,61.02,43.9,103.15,43.9
"102","2001/2002",50,"6/11/2002",11,23.6742857142857,88.5728571428571,15.9928571428571,27.75,2,13,5,10,22,24.17,23.2471428571429,24.31,23.56,23.7385714285714,93.8042857142857,93.1242857142857,94.7628571428571,95.88,97.1,17.6371428571429,16.5671428571429,17.9842857142857,17.4471428571429,17.8328571428571,38.48,15.22,61.02,43.9,103.15
"103","2001/2002",51,"6/18/2002",11,23.1842857142857,81.2142857142857,14.1285714285714,14.4,11,2,13,5,10,23.6742857142857,24.17,23.2471428571429,24.31,23.56,88.5728571428571,93.8042857142857,93.1242857142857,94.7628571428571,95.88,15.9928571428571,17.6371428571429,16.5671428571429,17.9842857142857,17.4471428571429,27.75,38.48,15.22,61.02,43.9
"104","2001/2002",52,"6/25/2002",3,21.4128571428572,83.5342857142857,13.0828571428571,3.9,11,11,2,13,5,23.1842857142857,23.6742857142857,24.17,23.2471428571429,24.31,81.2142857142857,88.5728571428571,93.8042857142857,93.1242857142857,94.7628571428571,14.1285714285714,15.9928571428571,17.6371428571429,16.5671428571429,17.9842857142857,14.4,27.75,38.48,15.22,61.02
"105","2002/2003",1,"7/2/2002",7,22.1528571428572,87.6,14.2614285714286,4.8,3,11,11,2,13,21.4128571428572,23.1842857142857,23.6742857142857,24.17,23.2471428571429,83.5342857142857,81.2142857142857,88.5728571428571,93.8042857142857,93.1242857142857,13.0828571428571,14.1285714285714,15.9928571428571,17.6371428571429,16.5671428571429,3.9,14.4,27.75,38.48,15.22
"106","2002/2003",2,"7/9/2002",7,23.5385714285715,83.5485714285714,14.8342857142857,11.4,7,3,11,11,2,22.1528571428572,21.4128571428572,23.1842857142857,23.6742857142857,24.17,87.6,83.5342857142857,81.2142857142857,88.5728571428571,93.8042857142857,14.2614285714286,13.0828571428571,14.1285714285714,15.9928571428571,17.6371428571429,4.8,3.9,14.4,27.75,38.48
"107","2002/2003",3,"7/16/2002",4,23.4085714285715,85.4928571428571,15.0042857142857,13.8,7,7,3,11,11,23.5385714285715,22.1528571428572,21.4128571428572,23.1842857142857,23.6742857142857,83.5485714285714,87.6,83.5342857142857,81.2142857142857,88.5728571428571,14.8342857142857,14.2614285714286,13.0828571428571,14.1285714285714,15.9928571428571,11.4,4.8,3.9,14.4,27.75
"108","2002/2003",4,"7/23/2002",5,24.4771428571429,85.4271428571429,16.22,23.14,4,7,7,3,11,23.4085714285715,23.5385714285715,22.1528571428572,21.4128571428572,23.1842857142857,85.4928571428571,83.5485714285714,87.6,83.5342857142857,81.2142857142857,15.0042857142857,14.8342857142857,14.2614285714286,13.0828571428571,14.1285714285714,13.8,11.4,4.8,3.9,14.4
"109","2002/2003",5,"7/30/2002",6,23.1128571428572,83.22,14.3057142857143,7.34,5,4,7,7,3,24.4771428571429,23.4085714285715,23.5385714285715,22.1528571428572,21.4128571428572,85.4271428571429,85.4928571428571,83.5485714285714,87.6,83.5342857142857,16.22,15.0042857142857,14.8342857142857,14.2614285714286,13.0828571428571,23.14,13.8,11.4,4.8,3.9
"110","2002/2003",6,"8/6/2002",7,25.23,68.0957142857143,13.2857142857143,0.1,6,5,4,7,7,23.1128571428572,24.4771428571429,23.4085714285715,23.5385714285715,22.1528571428572,83.22,85.4271428571429,85.4928571428571,83.5485714285714,87.6,14.3057142857143,16.22,15.0042857142857,14.8342857142857,14.2614285714286,7.34,23.14,13.8,11.4,4.8
"111","2002/2003",7,"8/13/2002",7,23.0228571428572,82.3814285714286,14.1371428571429,7.21,7,6,5,4,7,25.23,23.1128571428572,24.4771428571429,23.4085714285715,23.5385714285715,68.0957142857143,83.22,85.4271428571429,85.4928571428571,83.5485714285714,13.2857142857143,14.3057142857143,16.22,15.0042857142857,14.8342857142857,0.1,7.34,23.14,13.8,11.4
"112","2002/2003",8,"8/20/2002",4,25.1428571428572,77.4042857142857,15.2728571428571,10.7,7,7,6,5,4,23.0228571428572,25.23,23.1128571428572,24.4771428571429,23.4085714285715,82.3814285714286,68.0957142857143,83.22,85.4271428571429,85.4928571428571,14.1371428571429,13.2857142857143,14.3057142857143,16.22,15.0042857142857,7.21,0.1,7.34,23.14,13.8
"113","2002/2003",9,"8/27/2002",9,26.2385714285715,77.5928571428571,16.0957142857143,11.9,4,7,7,6,5,25.1428571428572,23.0228571428572,25.23,23.1128571428572,24.4771428571429,77.4042857142857,82.3814285714286,68.0957142857143,83.22,85.4271428571429,15.2728571428571,14.1371428571429,13.2857142857143,14.3057142857143,16.22,10.7,7.21,0.1,7.34,23.14
"114","2002/2003",10,"9/3/2002",17,26.1671428571429,72.4428571428572,14.8885714285714,4.4,9,4,7,7,6,26.2385714285715,25.1428571428572,23.0228571428572,25.23,23.1128571428572,77.5928571428571,77.4042857142857,82.3814285714286,68.0957142857143,83.22,16.0957142857143,15.2728571428571,14.1371428571429,13.2857142857143,14.3057142857143,11.9,10.7,7.21,0.1,7.34
"115","2002/2003",11,"9/10/2002",8,26.6871428571429,66.0814285714286,13.77,0,17,9,4,7,7,26.1671428571429,26.2385714285715,25.1428571428572,23.0228571428572,25.23,72.4428571428572,77.5928571428571,77.4042857142857,82.3814285714286,68.0957142857143,14.8885714285714,16.0957142857143,15.2728571428571,14.1371428571429,13.2857142857143,4.4,11.9,10.7,7.21,0.1
"116","2002/2003",12,"9/17/2002",22,26.0514285714286,82.3442857142857,16.9142857142857,41.9,8,17,9,4,7,26.6871428571429,26.1671428571429,26.2385714285715,25.1428571428572,23.0228571428572,66.0814285714286,72.4428571428572,77.5928571428571,77.4042857142857,82.3814285714286,13.77,14.8885714285714,16.0957142857143,15.2728571428571,14.1371428571429,0,4.4,11.9,10.7,7.21
"117","2002/2003",13,"9/24/2002",18,26.7585714285714,68.9685714285714,14.5714285714286,23.9,22,8,17,9,4,26.0514285714286,26.6871428571429,26.1671428571429,26.2385714285715,25.1428571428572,82.3442857142857,66.0814285714286,72.4428571428572,77.5928571428571,77.4042857142857,16.9142857142857,13.77,14.8885714285714,16.0957142857143,15.2728571428571,41.9,0,4.4,11.9,10.7
"118","2002/2003",14,"10/1/2002",21,25.2542857142857,87.3514285714286,17.4142857142857,34.6,18,22,8,17,9,26.7585714285714,26.0514285714286,26.6871428571429,26.1671428571429,26.2385714285715,68.9685714285714,82.3442857142857,66.0814285714286,72.4428571428572,77.5928571428571,14.5714285714286,16.9142857142857,13.77,14.8885714285714,16.0957142857143,23.9,41.9,0,4.4,11.9
"119","2002/2003",15,"10/8/2002",16,25.6285714285715,84.8842857142857,17.2485714285714,39.7,21,18,22,8,17,25.2542857142857,26.7585714285714,26.0514285714286,26.6871428571429,26.1671428571429,87.3514285714286,68.9685714285714,82.3442857142857,66.0814285714286,72.4428571428572,17.4142857142857,14.5714285714286,16.9142857142857,13.77,14.8885714285714,34.6,23.9,41.9,0,4.4
"120","2002/2003",16,"10/15/2002",31,24.2042857142857,86.9485714285714,16.2942857142857,33.5,16,21,18,22,8,25.6285714285715,25.2542857142857,26.7585714285714,26.0514285714286,26.6871428571429,84.8842857142857,87.3514285714286,68.9685714285714,82.3442857142857,66.0814285714286,17.2485714285714,17.4142857142857,14.5714285714286,16.9142857142857,13.77,39.7,34.6,23.9,41.9,0
"121","2002/2003",17,"10/22/2002",25,25.2085714285714,91.08,18.19,37.1,31,16,21,18,22,24.2042857142857,25.6285714285715,25.2542857142857,26.7585714285714,26.0514285714286,86.9485714285714,84.8842857142857,87.3514285714286,68.9685714285714,82.3442857142857,16.2942857142857,17.2485714285714,17.4142857142857,14.5714285714286,16.9142857142857,33.5,39.7,34.6,23.9,41.9
"122","2002/2003",18,"10/29/2002",28,24.5357142857143,96.1214285714286,18.6214285714286,120.8,25,31,16,21,18,25.2085714285714,24.2042857142857,25.6285714285715,25.2542857142857,26.7585714285714,91.08,86.9485714285714,84.8842857142857,87.3514285714286,68.9685714285714,18.19,16.2942857142857,17.2485714285714,17.4142857142857,14.5714285714286,37.1,33.5,39.7,34.6,23.9
"123","2002/2003",19,"11/5/2002",26,24.1742857142858,95.0542857142857,17.8857142857143,81.43,28,25,31,16,21,24.5357142857143,25.2085714285714,24.2042857142857,25.6285714285715,25.2542857142857,96.1214285714286,91.08,86.9485714285714,84.8842857142857,87.3514285714286,18.6214285714286,18.19,16.2942857142857,17.2485714285714,17.4142857142857,120.8,37.1,33.5,39.7,34.6
"124","2002/2003",20,"11/12/2002",18,23.9742857142857,97.3542857142857,18.2485714285714,99.8,26,28,25,31,16,24.1742857142858,24.5357142857143,25.2085714285714,24.2042857142857,25.6285714285715,95.0542857142857,96.1214285714286,91.08,86.9485714285714,84.8842857142857,17.8857142857143,18.6214285714286,18.19,16.2942857142857,17.2485714285714,81.43,120.8,37.1,33.5,39.7
"125","2002/2003",21,"11/19/2002",27,25.0957142857143,95.0628571428571,19.0628571428571,59.12,18,26,28,25,31,23.9742857142857,24.1742857142858,24.5357142857143,25.2085714285714,24.2042857142857,97.3542857142857,95.0542857142857,96.1214285714286,91.08,86.9485714285714,18.2485714285714,17.8857142857143,18.6214285714286,18.19,16.2942857142857,99.8,81.43,120.8,37.1,33.5
"126","2002/2003",22,"11/26/2002",11,25.3,88.6742857142857,17.7842857142857,43.8,27,18,26,28,25,25.0957142857143,23.9742857142857,24.1742857142858,24.5357142857143,25.2085714285714,95.0628571428571,97.3542857142857,95.0542857142857,96.1214285714286,91.08,19.0628571428571,18.2485714285714,17.8857142857143,18.6214285714286,18.19,59.12,99.8,81.43,120.8,37.1
"127","2002/2003",23,"12/3/2002",38,24.58,93.7542857142857,18.06,31.09,11,27,18,26,28,25.3,25.0957142857143,23.9742857142857,24.1742857142858,24.5357142857143,88.6742857142857,95.0628571428571,97.3542857142857,95.0542857142857,96.1214285714286,17.7842857142857,19.0628571428571,18.2485714285714,17.8857142857143,18.6214285714286,43.8,59.12,99.8,81.43,120.8
"128","2002/2003",24,"12/10/2002",29,24.8514285714286,93.6557142857143,18.4214285714286,28.6,38,11,27,18,26,24.58,25.3,25.0957142857143,23.9742857142857,24.1742857142858,93.7542857142857,88.6742857142857,95.0628571428571,97.3542857142857,95.0542857142857,18.06,17.7842857142857,19.0628571428571,18.2485714285714,17.8857142857143,31.09,43.8,59.12,99.8,81.43
"129","2002/2003",25,"12/17/2002",21,24.7,92.8328571428571,18.1142857142857,46.8,29,38,11,27,18,24.8514285714286,24.58,25.3,25.0957142857143,23.9742857142857,93.6557142857143,93.7542857142857,88.6742857142857,95.0628571428571,97.3542857142857,18.4214285714286,18.06,17.7842857142857,19.0628571428571,18.2485714285714,28.6,31.09,43.8,59.12,99.8
"130","2002/2003",26,"12/24/2002",11,23.9128571428572,96.3,17.9442857142857,120.9,21,29,38,11,27,24.7,24.8514285714286,24.58,25.3,25.0957142857143,92.8328571428571,93.6557142857143,93.7542857142857,88.6742857142857,95.0628571428571,18.1142857142857,18.4214285714286,18.06,17.7842857142857,19.0628571428571,46.8,28.6,31.09,43.8,59.12
"131","2002/2003",27,"1/1/2003",10,24.7614285714286,89.87,17.3314285714286,28.4,11,21,29,38,11,23.9128571428572,24.7,24.8514285714286,24.58,25.3,96.3,92.8328571428571,93.6557142857143,93.7542857142857,88.6742857142857,17.9442857142857,18.1142857142857,18.4214285714286,18.06,17.7842857142857,120.9,46.8,28.6,31.09,43.8
"132","2002/2003",28,"1/8/2003",5,23.77,94.3742857142857,17.43,27.9,10,11,21,29,38,24.7614285714286,23.9128571428572,24.7,24.8514285714286,24.58,89.87,96.3,92.8328571428571,93.6557142857143,93.7542857142857,17.3314285714286,17.9442857142857,18.1142857142857,18.4214285714286,18.06,28.4,120.9,46.8,28.6,31.09
"133","2002/2003",29,"1/15/2003",6,24.9757142857143,84.46,16.5142857142857,8.8,5,10,11,21,29,23.77,24.7614285714286,23.9128571428572,24.7,24.8514285714286,94.3742857142857,89.87,96.3,92.8328571428571,93.6557142857143,17.43,17.3314285714286,17.9442857142857,18.1142857142857,18.4214285714286,27.9,28.4,120.9,46.8,28.6
"134","2002/2003",30,"1/22/2003",2,26.3371428571429,74.8842857142857,15.5928571428571,6.26,6,5,10,11,21,24.9757142857143,23.77,24.7614285714286,23.9128571428572,24.7,84.46,94.3742857142857,89.87,96.3,92.8328571428571,16.5142857142857,17.43,17.3314285714286,17.9442857142857,18.1142857142857,8.8,27.9,28.4,120.9,46.8
"135","2002/2003",31,"1/29/2003",1,24.0685714285715,94.5528571428571,17.8528571428571,170.6,2,6,5,10,11,26.3371428571429,24.9757142857143,23.77,24.7614285714286,23.9128571428572,74.8842857142857,84.46,94.3742857142857,89.87,96.3,15.5928571428571,16.5142857142857,17.43,17.3314285714286,17.9442857142857,6.26,8.8,27.9,28.4,120.9
"136","2002/2003",32,"2/5/2003",2,23.4357142857143,94.3542857142857,17.0157142857143,38.7,1,2,6,5,10,24.0685714285715,26.3371428571429,24.9757142857143,23.77,24.7614285714286,94.5528571428571,74.8842857142857,84.46,94.3742857142857,89.87,17.8528571428571,15.5928571428571,16.5142857142857,17.43,17.3314285714286,170.6,6.26,8.8,27.9,28.4
"137","2002/2003",33,"2/12/2003",2,25.4171428571429,89.9742857142857,18.02,41.1,2,1,2,6,5,23.4357142857143,24.0685714285715,26.3371428571429,24.9757142857143,23.77,94.3542857142857,94.5528571428571,74.8842857142857,84.46,94.3742857142857,17.0157142857143,17.8528571428571,15.5928571428571,16.5142857142857,17.43,38.7,170.6,6.26,8.8,27.9
"138","2002/2003",34,"2/19/2003",3,26.2,86.0128571428571,18.0442857142857,53.6,2,2,1,2,6,25.4171428571429,23.4357142857143,24.0685714285715,26.3371428571429,24.9757142857143,89.9742857142857,94.3542857142857,94.5528571428571,74.8842857142857,84.46,18.02,17.0157142857143,17.8528571428571,15.5928571428571,16.5142857142857,41.1,38.7,170.6,6.26,8.8
"139","2002/2003",35,"2/26/2003",5,24.3585714285715,92.4685714285714,17.5,134.46,3,2,2,1,2,26.2,25.4171428571429,23.4357142857143,24.0685714285715,26.3371428571429,86.0128571428571,89.9742857142857,94.3542857142857,94.5528571428571,74.8842857142857,18.0442857142857,18.02,17.0157142857143,17.8528571428571,15.5928571428571,53.6,41.1,38.7,170.6,6.26
"140","2002/2003",36,"3/5/2003",1,23.53,96.1714285714286,17.5157142857143,186.8,5,3,2,2,1,24.3585714285715,26.2,25.4171428571429,23.4357142857143,24.0685714285715,92.4685714285714,86.0128571428571,89.9742857142857,94.3542857142857,94.5528571428571,17.5,18.0442857142857,18.02,17.0157142857143,17.8528571428571,134.46,53.6,41.1,38.7,170.6
"141","2002/2003",37,"3/12/2003",4,24.7428571428572,93.6285714285714,18.2528571428571,362.03,1,5,3,2,2,23.53,24.3585714285715,26.2,25.4171428571429,23.4357142857143,96.1714285714286,92.4685714285714,86.0128571428571,89.9742857142857,94.3542857142857,17.5157142857143,17.5,18.0442857142857,18.02,17.0157142857143,186.8,134.46,53.6,41.1,38.7
"142","2002/2003",38,"3/19/2003",2,25.4942857142857,91.5942857142857,18.4842857142857,44.5,4,1,5,3,2,24.7428571428572,23.53,24.3585714285715,26.2,25.4171428571429,93.6285714285714,96.1714285714286,92.4685714285714,86.0128571428571,89.9742857142857,18.2528571428571,17.5157142857143,17.5,18.0442857142857,18.02,362.03,186.8,134.46,53.6,41.1
"143","2002/2003",39,"3/26/2003",4,24.9271428571429,93.0142857142857,18.2785714285714,44.72,2,4,1,5,3,25.4942857142857,24.7428571428572,23.53,24.3585714285715,26.2,91.5942857142857,93.6285714285714,96.1714285714286,92.4685714285714,86.0128571428571,18.4842857142857,18.2528571428571,17.5157142857143,17.5,18.0442857142857,44.5,362.03,186.8,134.46,53.6
"144","2002/2003",40,"4/2/2003",0,24.9328571428572,96.27,19.0785714285714,86.23,4,2,4,1,5,24.9271428571429,25.4942857142857,24.7428571428572,23.53,24.3585714285715,93.0142857142857,91.5942857142857,93.6285714285714,96.1714285714286,92.4685714285714,18.2785714285714,18.4842857142857,18.2528571428571,17.5157142857143,17.5,44.72,44.5,362.03,186.8,134.46
"145","2002/2003",41,"4/9/2003",0,23.5971428571429,95.9928571428571,17.5342857142857,43.85,0,4,2,4,1,24.9328571428572,24.9271428571429,25.4942857142857,24.7428571428572,23.53,96.27,93.0142857142857,91.5942857142857,93.6285714285714,96.1714285714286,19.0785714285714,18.2785714285714,18.4842857142857,18.2528571428571,17.5157142857143,86.23,44.72,44.5,362.03,186.8
"146","2002/2003",42,"4/16/2003",0,24.8428571428572,92.5471428571429,18.1557142857143,56.6,0,0,4,2,4,23.5971428571429,24.9328571428572,24.9271428571429,25.4942857142857,24.7428571428572,95.9928571428571,96.27,93.0142857142857,91.5942857142857,93.6285714285714,17.5342857142857,19.0785714285714,18.2785714285714,18.4842857142857,18.2528571428571,43.85,86.23,44.72,44.5,362.03
