"","X","date","case","state","hum","l1.hum","l2.hum","l3.hum","l4.hum","l5.hum","newyears","christmas","O104period","l6.hum","l7.hum","l8.hum","l9.hum","l10.hum","l11.hum","l12.hum","l13.hum","l14.hum","l15.hum","l16.hum","l17.hum","l18.hum","l19.hum","l20.hum","case1","case2","case3","case4","case5","case6","case7","case8","case9","case10","case11","case12","case13","case14","case15","case16","case17","case18","case19","case20"
"113",165,"2004-02-23",603,0,4.4498706575086,5.20630801502105,6.3264703981609,8.84062705211551,5.40732512479282,4.53273813686426,0,0,FALSE,6.85292405401535,6.51139398001288,4.73506310667054,5.55801956356685,6.50474725986556,5.87884804768261,7.08724310599583,8.93049088152951,9.67757410815093,7.11255425720962,8.10041448257711,7.62701391771182,6.36197644946619,6.8095459763878,9.99906987410763,684,695,650,657,745,1113,708,361,444,838,875,949,970,1049,1052,863,983,1083,1132,1089
"114",166,"2004-03-01",687,0,4.95432473611539,4.4498706575086,5.20630801502105,6.3264703981609,8.84062705211551,5.40732512479282,0,0,FALSE,4.53273813686426,6.85292405401535,6.51139398001288,4.73506310667054,5.55801956356685,6.50474725986556,5.87884804768261,7.08724310599583,8.93049088152951,9.67757410815093,7.11255425720962,8.10041448257711,7.62701391771182,6.36197644946619,6.8095459763878,603,684,695,650,657,745,1113,708,361,444,838,875,949,970,1049,1052,863,983,1083,1132
"115",167,"2004-03-08",636,0,6.14443360863397,4.95432473611539,4.4498706575086,5.20630801502105,6.3264703981609,8.84062705211551,0,0,FALSE,5.40732512479282,4.53273813686426,6.85292405401535,6.51139398001288,4.73506310667054,5.55801956356685,6.50474725986556,5.87884804768261,7.08724310599583,8.93049088152951,9.67757410815093,7.11255425720962,8.10041448257711,7.62701391771182,6.36197644946619,687,603,684,695,650,657,745,1113,708,361,444,838,875,949,970,1049,1052,863,983,1083
"116",168,"2004-03-15",629,0,9.54774701395949,6.14443360863397,4.95432473611539,4.4498706575086,5.20630801502105,6.3264703981609,0,0,FALSE,8.84062705211551,5.40732512479282,4.53273813686426,6.85292405401535,6.51139398001288,4.73506310667054,5.55801956356685,6.50474725986556,5.87884804768261,7.08724310599583,8.93049088152951,9.67757410815093,7.11255425720962,8.10041448257711,7.62701391771182,636,687,603,684,695,650,657,745,1113,708,361,444,838,875,949,970,1049,1052,863,983
"117",169,"2004-03-22",598,0,5.97740248093789,9.54774701395949,6.14443360863397,4.95432473611539,4.4498706575086,5.20630801502105,0,0,FALSE,6.3264703981609,8.84062705211551,5.40732512479282,4.53273813686426,6.85292405401535,6.51139398001288,4.73506310667054,5.55801956356685,6.50474725986556,5.87884804768261,7.08724310599583,8.93049088152951,9.67757410815093,7.11255425720962,8.10041448257711,629,636,687,603,684,695,650,657,745,1113,708,361,444,838,875,949,970,1049,1052,863
"118",170,"2004-03-29",688,0,7.504082858195,5.97740248093789,9.54774701395949,6.14443360863397,4.95432473611539,4.4498706575086,0,0,FALSE,5.20630801502105,6.3264703981609,8.84062705211551,5.40732512479282,4.53273813686426,6.85292405401535,6.51139398001288,4.73506310667054,5.55801956356685,6.50474725986556,5.87884804768261,7.08724310599583,8.93049088152951,9.67757410815093,7.11255425720962,598,629,636,687,603,684,695,650,657,745,1113,708,361,444,838,875,949,970,1049,1052
"119",171,"2004-04-05",540,0,7.42466830876168,7.504082858195,5.97740248093789,9.54774701395949,6.14443360863397,4.95432473611539,0,0,FALSE,4.4498706575086,5.20630801502105,6.3264703981609,8.84062705211551,5.40732512479282,4.53273813686426,6.85292405401535,6.51139398001288,4.73506310667054,5.55801956356685,6.50474725986556,5.87884804768261,7.08724310599583,8.93049088152951,9.67757410815093,688,598,629,636,687,603,684,695,650,657,745,1113,708,361,444,838,875,949,970,1049
"120",172,"2004-04-12",533,0,8.1494759933255,7.42466830876168,7.504082858195,5.97740248093789,9.54774701395949,6.14443360863397,0,0,FALSE,4.95432473611539,4.4498706575086,5.20630801502105,6.3264703981609,8.84062705211551,5.40732512479282,4.53273813686426,6.85292405401535,6.51139398001288,4.73506310667054,5.55801956356685,6.50474725986556,5.87884804768261,7.08724310599583,8.93049088152951,540,688,598,629,636,687,603,684,695,650,657,745,1113,708,361,444,838,875,949,970
"121",173,"2004-04-19",745,0,9.51172001765524,8.1494759933255,7.42466830876168,7.504082858195,5.97740248093789,9.54774701395949,0,0,FALSE,6.14443360863397,4.95432473611539,4.4498706575086,5.20630801502105,6.3264703981609,8.84062705211551,5.40732512479282,4.53273813686426,6.85292405401535,6.51139398001288,4.73506310667054,5.55801956356685,6.50474725986556,5.87884804768261,7.08724310599583,533,540,688,598,629,636,687,603,684,695,650,657,745,1113,708,361,444,838,875,949
"122",174,"2004-04-26",813,0,10.6985065670815,9.51172001765524,8.1494759933255,7.42466830876168,7.504082858195,5.97740248093789,0,0,FALSE,9.54774701395949,6.14443360863397,4.95432473611539,4.4498706575086,5.20630801502105,6.3264703981609,8.84062705211551,5.40732512479282,4.53273813686426,6.85292405401535,6.51139398001288,4.73506310667054,5.55801956356685,6.50474725986556,5.87884804768261,745,533,540,688,598,629,636,687,603,684,695,650,657,745,1113,708,361,444,838,875
"123",175,"2004-05-03",862,0,10.8939549509797,10.6985065670815,9.51172001765524,8.1494759933255,7.42466830876168,7.504082858195,0,0,FALSE,5.97740248093789,9.54774701395949,6.14443360863397,4.95432473611539,4.4498706575086,5.20630801502105,6.3264703981609,8.84062705211551,5.40732512479282,4.53273813686426,6.85292405401535,6.51139398001288,4.73506310667054,5.55801956356685,6.50474725986556,813,745,533,540,688,598,629,636,687,603,684,695,650,657,745,1113,708,361,444,838
"124",176,"2004-05-10",868,0,10.7781826331015,10.8939549509797,10.6985065670815,9.51172001765524,8.1494759933255,7.42466830876168,0,0,FALSE,7.504082858195,5.97740248093789,9.54774701395949,6.14443360863397,4.95432473611539,4.4498706575086,5.20630801502105,6.3264703981609,8.84062705211551,5.40732512479282,4.53273813686426,6.85292405401535,6.51139398001288,4.73506310667054,5.55801956356685,862,813,745,533,540,688,598,629,636,687,603,684,695,650,657,745,1113,708,361,444
"125",177,"2004-05-17",798,0,10.2006417945379,10.7781826331015,10.8939549509797,10.6985065670815,9.51172001765524,8.1494759933255,0,0,FALSE,7.42466830876168,7.504082858195,5.97740248093789,9.54774701395949,6.14443360863397,4.95432473611539,4.4498706575086,5.20630801502105,6.3264703981609,8.84062705211551,5.40732512479282,4.53273813686426,6.85292405401535,6.51139398001288,4.73506310667054,868,862,813,745,533,540,688,598,629,636,687,603,684,695,650,657,745,1113,708,361
"126",178,"2004-05-24",943,0,9.1668428532479,10.2006417945379,10.7781826331015,10.8939549509797,10.6985065670815,9.51172001765524,0,0,FALSE,8.1494759933255,7.42466830876168,7.504082858195,5.97740248093789,9.54774701395949,6.14443360863397,4.95432473611539,4.4498706575086,5.20630801502105,6.3264703981609,8.84062705211551,5.40732512479282,4.53273813686426,6.85292405401535,6.51139398001288,798,868,862,813,745,533,540,688,598,629,636,687,603,684,695,650,657,745,1113,708
"127",179,"2004-05-31",982,0,12.7385319274636,9.1668428532479,10.2006417945379,10.7781826331015,10.8939549509797,10.6985065670815,0,0,FALSE,9.51172001765524,8.1494759933255,7.42466830876168,7.504082858195,5.97740248093789,9.54774701395949,6.14443360863397,4.95432473611539,4.4498706575086,5.20630801502105,6.3264703981609,8.84062705211551,5.40732512479282,4.53273813686426,6.85292405401535,943,798,868,862,813,745,533,540,688,598,629,636,687,603,684,695,650,657,745,1113
"128",180,"2004-06-07",1077,0,15.502561142656,12.7385319274636,9.1668428532479,10.2006417945379,10.7781826331015,10.8939549509797,0,0,FALSE,10.6985065670815,9.51172001765524,8.1494759933255,7.42466830876168,7.504082858195,5.97740248093789,9.54774701395949,6.14443360863397,4.95432473611539,4.4498706575086,5.20630801502105,6.3264703981609,8.84062705211551,5.40732512479282,4.53273813686426,982,943,798,868,862,813,745,533,540,688,598,629,636,687,603,684,695,650,657,745
"129",181,"2004-06-14",1310,0,12.3632886278137,15.502561142656,12.7385319274636,9.1668428532479,10.2006417945379,10.7781826331015,0,0,FALSE,10.8939549509797,10.6985065670815,9.51172001765524,8.1494759933255,7.42466830876168,7.504082858195,5.97740248093789,9.54774701395949,6.14443360863397,4.95432473611539,4.4498706575086,5.20630801502105,6.3264703981609,8.84062705211551,5.40732512479282,1077,982,943,798,868,862,813,745,533,540,688,598,629,636,687,603,684,695,650,657
"130",182,"2004-06-21",1429,0,12.7372324619057,12.3632886278137,15.502561142656,12.7385319274636,9.1668428532479,10.2006417945379,0,0,FALSE,10.7781826331015,10.8939549509797,10.6985065670815,9.51172001765524,8.1494759933255,7.42466830876168,7.504082858195,5.97740248093789,9.54774701395949,6.14443360863397,4.95432473611539,4.4498706575086,5.20630801502105,6.3264703981609,8.84062705211551,1310,1077,982,943,798,868,862,813,745,533,540,688,598,629,636,687,603,684,695,650
"131",183,"2004-06-28",1336,0,12.8062122602088,12.7372324619057,12.3632886278137,15.502561142656,12.7385319274636,9.1668428532479,0,0,FALSE,10.2006417945379,10.7781826331015,10.8939549509797,10.6985065670815,9.51172001765524,8.1494759933255,7.42466830876168,7.504082858195,5.97740248093789,9.54774701395949,6.14443360863397,4.95432473611539,4.4498706575086,5.20630801502105,6.3264703981609,1429,1310,1077,982,943,798,868,862,813,745,533,540,688,598,629,636,687,603,684,695
"132",184,"2004-07-05",1507,0,13.9119945114092,12.8062122602088,12.7372324619057,12.3632886278137,15.502561142656,12.7385319274636,0,0,FALSE,9.1668428532479,10.2006417945379,10.7781826331015,10.8939549509797,10.6985065670815,9.51172001765524,8.1494759933255,7.42466830876168,7.504082858195,5.97740248093789,9.54774701395949,6.14443360863397,4.95432473611539,4.4498706575086,5.20630801502105,1336,1429,1310,1077,982,943,798,868,862,813,745,533,540,688,598,629,636,687,603,684
"133",185,"2004-07-12",1496,0,15.6232983891224,13.9119945114092,12.8062122602088,12.7372324619057,12.3632886278137,15.502561142656,0,0,FALSE,12.7385319274636,9.1668428532479,10.2006417945379,10.7781826331015,10.8939549509797,10.6985065670815,9.51172001765524,8.1494759933255,7.42466830876168,7.504082858195,5.97740248093789,9.54774701395949,6.14443360863397,4.95432473611539,4.4498706575086,1507,1336,1429,1310,1077,982,943,798,868,862,813,745,533,540,688,598,629,636,687,603
"134",186,"2004-07-19",1521,0,18.0880286289037,15.6232983891224,13.9119945114092,12.8062122602088,12.7372324619057,12.3632886278137,0,0,FALSE,15.502561142656,12.7385319274636,9.1668428532479,10.2006417945379,10.7781826331015,10.8939549509797,10.6985065670815,9.51172001765524,8.1494759933255,7.42466830876168,7.504082858195,5.97740248093789,9.54774701395949,6.14443360863397,4.95432473611539,1496,1507,1336,1429,1310,1077,982,943,798,868,862,813,745,533,540,688,598,629,636,687
"135",187,"2004-07-26",1524,0,14.7125002748261,18.0880286289037,15.6232983891224,13.9119945114092,12.8062122602088,12.7372324619057,0,0,FALSE,12.3632886278137,15.502561142656,12.7385319274636,9.1668428532479,10.2006417945379,10.7781826331015,10.8939549509797,10.6985065670815,9.51172001765524,8.1494759933255,7.42466830876168,7.504082858195,5.97740248093789,9.54774701395949,6.14443360863397,1521,1496,1507,1336,1429,1310,1077,982,943,798,868,862,813,745,533,540,688,598,629,636
"136",188,"2004-08-02",1555,0,16.9980423999765,14.7125002748261,18.0880286289037,15.6232983891224,13.9119945114092,12.8062122602088,0,0,FALSE,12.7372324619057,12.3632886278137,15.502561142656,12.7385319274636,9.1668428532479,10.2006417945379,10.7781826331015,10.8939549509797,10.6985065670815,9.51172001765524,8.1494759933255,7.42466830876168,7.504082858195,5.97740248093789,9.54774701395949,1524,1521,1496,1507,1336,1429,1310,1077,982,943,798,868,862,813,745,533,540,688,598,629
"137",189,"2004-08-09",1604,0,16.8823606388467,16.9980423999765,14.7125002748261,18.0880286289037,15.6232983891224,13.9119945114092,0,0,FALSE,12.8062122602088,12.7372324619057,12.3632886278137,15.502561142656,12.7385319274636,9.1668428532479,10.2006417945379,10.7781826331015,10.8939549509797,10.6985065670815,9.51172001765524,8.1494759933255,7.42466830876168,7.504082858195,5.97740248093789,1555,1524,1521,1496,1507,1336,1429,1310,1077,982,943,798,868,862,813,745,533,540,688,598
"138",190,"2004-08-16",1760,0,16.4503888747841,16.8823606388467,16.9980423999765,14.7125002748261,18.0880286289037,15.6232983891224,0,0,FALSE,13.9119945114092,12.8062122602088,12.7372324619057,12.3632886278137,15.502561142656,12.7385319274636,9.1668428532479,10.2006417945379,10.7781826331015,10.8939549509797,10.6985065670815,9.51172001765524,8.1494759933255,7.42466830876168,7.504082858195,1604,1555,1524,1521,1496,1507,1336,1429,1310,1077,982,943,798,868,862,813,745,533,540,688
"139",191,"2004-08-23",1753,0,14.9604109429678,16.4503888747841,16.8823606388467,16.9980423999765,14.7125002748261,18.0880286289037,0,0,FALSE,15.6232983891224,13.9119945114092,12.8062122602088,12.7372324619057,12.3632886278137,15.502561142656,12.7385319274636,9.1668428532479,10.2006417945379,10.7781826331015,10.8939549509797,10.6985065670815,9.51172001765524,8.1494759933255,7.42466830876168,1760,1604,1555,1524,1521,1496,1507,1336,1429,1310,1077,982,943,798,868,862,813,745,533,540
"140",192,"2004-08-30",1730,0,14.2342648708681,14.9604109429678,16.4503888747841,16.8823606388467,16.9980423999765,14.7125002748261,0,0,FALSE,18.0880286289037,15.6232983891224,13.9119945114092,12.8062122602088,12.7372324619057,12.3632886278137,15.502561142656,12.7385319274636,9.1668428532479,10.2006417945379,10.7781826331015,10.8939549509797,10.6985065670815,9.51172001765524,8.1494759933255,1753,1760,1604,1555,1524,1521,1496,1507,1336,1429,1310,1077,982,943,798,868,862,813,745,533
"141",193,"2004-09-06",1671,0,13.1915129289657,14.2342648708681,14.9604109429678,16.4503888747841,16.8823606388467,16.9980423999765,0,0,FALSE,14.7125002748261,18.0880286289037,15.6232983891224,13.9119945114092,12.8062122602088,12.7372324619057,12.3632886278137,15.502561142656,12.7385319274636,9.1668428532479,10.2006417945379,10.7781826331015,10.8939549509797,10.6985065670815,9.51172001765524,1730,1753,1760,1604,1555,1524,1521,1496,1507,1336,1429,1310,1077,982,943,798,868,862,813,745
"142",194,"2004-09-13",1605,0,11.8741390845613,13.1915129289657,14.2342648708681,14.9604109429678,16.4503888747841,16.8823606388467,0,0,FALSE,16.9980423999765,14.7125002748261,18.0880286289037,15.6232983891224,13.9119945114092,12.8062122602088,12.7372324619057,12.3632886278137,15.502561142656,12.7385319274636,9.1668428532479,10.2006417945379,10.7781826331015,10.8939549509797,10.6985065670815,1671,1730,1753,1760,1604,1555,1524,1521,1496,1507,1336,1429,1310,1077,982,943,798,868,862,813
"143",195,"2004-09-20",1520,0,11.5146971640833,11.8741390845613,13.1915129289657,14.2342648708681,14.9604109429678,16.4503888747841,0,0,FALSE,16.8823606388467,16.9980423999765,14.7125002748261,18.0880286289037,15.6232983891224,13.9119945114092,12.8062122602088,12.7372324619057,12.3632886278137,15.502561142656,12.7385319274636,9.1668428532479,10.2006417945379,10.7781826331015,10.8939549509797,1605,1671,1730,1753,1760,1604,1555,1524,1521,1496,1507,1336,1429,1310,1077,982,943,798,868,862
"144",196,"2004-09-27",1240,0,12.7224408515635,11.5146971640833,11.8741390845613,13.1915129289657,14.2342648708681,14.9604109429678,0,0,FALSE,16.4503888747841,16.8823606388467,16.9980423999765,14.7125002748261,18.0880286289037,15.6232983891224,13.9119945114092,12.8062122602088,12.7372324619057,12.3632886278137,15.502561142656,12.7385319274636,9.1668428532479,10.2006417945379,10.7781826331015,1520,1605,1671,1730,1753,1760,1604,1555,1524,1521,1496,1507,1336,1429,1310,1077,982,943,798,868
"145",197,"2004-10-04",1252,0,11.8673357833279,12.7224408515635,11.5146971640833,11.8741390845613,13.1915129289657,14.2342648708681,0,0,FALSE,14.9604109429678,16.4503888747841,16.8823606388467,16.9980423999765,14.7125002748261,18.0880286289037,15.6232983891224,13.9119945114092,12.8062122602088,12.7372324619057,12.3632886278137,15.502561142656,12.7385319274636,9.1668428532479,10.2006417945379,1240,1520,1605,1671,1730,1753,1760,1604,1555,1524,1521,1496,1507,1336,1429,1310,1077,982,943,798
"146",198,"2004-10-11",1297,0,8.37661297268924,11.8673357833279,12.7224408515635,11.5146971640833,11.8741390845613,13.1915129289657,0,0,FALSE,14.2342648708681,14.9604109429678,16.4503888747841,16.8823606388467,16.9980423999765,14.7125002748261,18.0880286289037,15.6232983891224,13.9119945114092,12.8062122602088,12.7372324619057,12.3632886278137,15.502561142656,12.7385319274636,9.1668428532479,1252,1240,1520,1605,1671,1730,1753,1760,1604,1555,1524,1521,1496,1507,1336,1429,1310,1077,982,943
"147",199,"2004-10-18",1078,0,11.3177043861095,8.37661297268924,11.8673357833279,12.7224408515635,11.5146971640833,11.8741390845613,0,0,FALSE,13.1915129289657,14.2342648708681,14.9604109429678,16.4503888747841,16.8823606388467,16.9980423999765,14.7125002748261,18.0880286289037,15.6232983891224,13.9119945114092,12.8062122602088,12.7372324619057,12.3632886278137,15.502561142656,12.7385319274636,1297,1252,1240,1520,1605,1671,1730,1753,1760,1604,1555,1524,1521,1496,1507,1336,1429,1310,1077,982
"148",200,"2004-10-25",1097,0,11.5105204130656,11.3177043861095,8.37661297268924,11.8673357833279,12.7224408515635,11.5146971640833,0,0,FALSE,11.8741390845613,13.1915129289657,14.2342648708681,14.9604109429678,16.4503888747841,16.8823606388467,16.9980423999765,14.7125002748261,18.0880286289037,15.6232983891224,13.9119945114092,12.8062122602088,12.7372324619057,12.3632886278137,15.502561142656,1078,1297,1252,1240,1520,1605,1671,1730,1753,1760,1604,1555,1524,1521,1496,1507,1336,1429,1310,1077
"149",201,"2004-11-01",1078,0,10.0830639256712,11.5105204130656,11.3177043861095,8.37661297268924,11.8673357833279,12.7224408515635,0,0,FALSE,11.5146971640833,11.8741390845613,13.1915129289657,14.2342648708681,14.9604109429678,16.4503888747841,16.8823606388467,16.9980423999765,14.7125002748261,18.0880286289037,15.6232983891224,13.9119945114092,12.8062122602088,12.7372324619057,12.3632886278137,1097,1078,1297,1252,1240,1520,1605,1671,1730,1753,1760,1604,1555,1524,1521,1496,1507,1336,1429,1310
"150",202,"2004-11-08",1176,0,6.8318306664177,10.0830639256712,11.5105204130656,11.3177043861095,8.37661297268924,11.8673357833279,0,0,FALSE,12.7224408515635,11.5146971640833,11.8741390845613,13.1915129289657,14.2342648708681,14.9604109429678,16.4503888747841,16.8823606388467,16.9980423999765,14.7125002748261,18.0880286289037,15.6232983891224,13.9119945114092,12.8062122602088,12.7372324619057,1078,1097,1078,1297,1252,1240,1520,1605,1671,1730,1753,1760,1604,1555,1524,1521,1496,1507,1336,1429
"151",203,"2004-11-15",1038,0,7.18405413469374,6.8318306664177,10.0830639256712,11.5105204130656,11.3177043861095,8.37661297268924,0,0,FALSE,11.8673357833279,12.7224408515635,11.5146971640833,11.8741390845613,13.1915129289657,14.2342648708681,14.9604109429678,16.4503888747841,16.8823606388467,16.9980423999765,14.7125002748261,18.0880286289037,15.6232983891224,13.9119945114092,12.8062122602088,1176,1078,1097,1078,1297,1252,1240,1520,1605,1671,1730,1753,1760,1604,1555,1524,1521,1496,1507,1336
"152",204,"2004-11-22",1109,0,7.19210207644236,7.18405413469374,6.8318306664177,10.0830639256712,11.5105204130656,11.3177043861095,0,0,FALSE,8.37661297268924,11.8673357833279,12.7224408515635,11.5146971640833,11.8741390845613,13.1915129289657,14.2342648708681,14.9604109429678,16.4503888747841,16.8823606388467,16.9980423999765,14.7125002748261,18.0880286289037,15.6232983891224,13.9119945114092,1038,1176,1078,1097,1078,1297,1252,1240,1520,1605,1671,1730,1753,1760,1604,1555,1524,1521,1496,1507
"153",205,"2004-11-29",1105,0,7.2141596518998,7.19210207644236,7.18405413469374,6.8318306664177,10.0830639256712,11.5105204130656,0,0,FALSE,11.3177043861095,8.37661297268924,11.8673357833279,12.7224408515635,11.5146971640833,11.8741390845613,13.1915129289657,14.2342648708681,14.9604109429678,16.4503888747841,16.8823606388467,16.9980423999765,14.7125002748261,18.0880286289037,15.6232983891224,1109,1038,1176,1078,1097,1078,1297,1252,1240,1520,1605,1671,1730,1753,1760,1604,1555,1524,1521,1496
"154",206,"2004-12-06",1015,0,6.24334699302541,7.2141596518998,7.19210207644236,7.18405413469374,6.8318306664177,10.0830639256712,0,0,FALSE,11.5105204130656,11.3177043861095,8.37661297268924,11.8673357833279,12.7224408515635,11.5146971640833,11.8741390845613,13.1915129289657,14.2342648708681,14.9604109429678,16.4503888747841,16.8823606388467,16.9980423999765,14.7125002748261,18.0880286289037,1105,1109,1038,1176,1078,1097,1078,1297,1252,1240,1520,1605,1671,1730,1753,1760,1604,1555,1524,1521
"155",207,"2004-12-13",1057,0,5.78266750866472,6.24334699302541,7.2141596518998,7.19210207644236,7.18405413469374,6.8318306664177,0,0,FALSE,10.0830639256712,11.5105204130656,11.3177043861095,8.37661297268924,11.8673357833279,12.7224408515635,11.5146971640833,11.8741390845613,13.1915129289657,14.2342648708681,14.9604109429678,16.4503888747841,16.8823606388467,16.9980423999765,14.7125002748261,1015,1105,1109,1038,1176,1078,1097,1078,1297,1252,1240,1520,1605,1671,1730,1753,1760,1604,1555,1524
"156",208,"2004-12-20",876,0,6.14210106218955,5.78266750866472,6.24334699302541,7.2141596518998,7.19210207644236,7.18405413469374,0,1,FALSE,6.8318306664177,10.0830639256712,11.5105204130656,11.3177043861095,8.37661297268924,11.8673357833279,12.7224408515635,11.5146971640833,11.8741390845613,13.1915129289657,14.2342648708681,14.9604109429678,16.4503888747841,16.8823606388467,16.9980423999765,1057,1015,1105,1109,1038,1176,1078,1097,1078,1297,1252,1240,1520,1605,1671,1730,1753,1760,1604,1555
"157",209,"2004-12-27",451,0,6.68554544879637,6.14210106218955,5.78266750866472,6.24334699302541,7.2141596518998,7.19210207644236,0,1,FALSE,7.18405413469374,6.8318306664177,10.0830639256712,11.5105204130656,11.3177043861095,8.37661297268924,11.8673357833279,12.7224408515635,11.5146971640833,11.8741390845613,13.1915129289657,14.2342648708681,14.9604109429678,16.4503888747841,16.8823606388467,876,1057,1015,1105,1109,1038,1176,1078,1097,1078,1297,1252,1240,1520,1605,1671,1730,1753,1760,1604
"158",210,"2005-01-03",787,0,7.58400420006831,6.68554544879637,6.14210106218955,5.78266750866472,6.24334699302541,7.2141596518998,1,0,FALSE,7.19210207644236,7.18405413469374,6.8318306664177,10.0830639256712,11.5105204130656,11.3177043861095,8.37661297268924,11.8673357833279,12.7224408515635,11.5146971640833,11.8741390845613,13.1915129289657,14.2342648708681,14.9604109429678,16.4503888747841,451,876,1057,1015,1105,1109,1038,1176,1078,1097,1078,1297,1252,1240,1520,1605,1671,1730,1753,1760
"159",211,"2005-01-10",1298,0,6.94783778264551,7.58400420006831,6.68554544879637,6.14210106218955,5.78266750866472,6.24334699302541,1,0,FALSE,7.2141596518998,7.19210207644236,7.18405413469374,6.8318306664177,10.0830639256712,11.5105204130656,11.3177043861095,8.37661297268924,11.8673357833279,12.7224408515635,11.5146971640833,11.8741390845613,13.1915129289657,14.2342648708681,14.9604109429678,787,451,876,1057,1015,1105,1109,1038,1176,1078,1097,1078,1297,1252,1240,1520,1605,1671,1730,1753
"160",212,"2005-01-17",1024,0,6.27978349269002,6.94783778264551,7.58400420006831,6.68554544879637,6.14210106218955,5.78266750866472,0,0,FALSE,6.24334699302541,7.2141596518998,7.19210207644236,7.18405413469374,6.8318306664177,10.0830639256712,11.5105204130656,11.3177043861095,8.37661297268924,11.8673357833279,12.7224408515635,11.5146971640833,11.8741390845613,13.1915129289657,14.2342648708681,1298,787,451,876,1057,1015,1105,1109,1038,1176,1078,1097,1078,1297,1252,1240,1520,1605,1671,1730
"161",213,"2005-01-24",896,0,4.16082810579611,6.27978349269002,6.94783778264551,7.58400420006831,6.68554544879637,6.14210106218955,0,0,FALSE,5.78266750866472,6.24334699302541,7.2141596518998,7.19210207644236,7.18405413469374,6.8318306664177,10.0830639256712,11.5105204130656,11.3177043861095,8.37661297268924,11.8673357833279,12.7224408515635,11.5146971640833,11.8741390845613,13.1915129289657,1024,1298,787,451,876,1057,1015,1105,1109,1038,1176,1078,1097,1078,1297,1252,1240,1520,1605,1671
"162",214,"2005-01-31",873,0,5.67403663395554,4.16082810579611,6.27978349269002,6.94783778264551,7.58400420006831,6.68554544879637,0,0,FALSE,6.14210106218955,5.78266750866472,6.24334699302541,7.2141596518998,7.19210207644236,7.18405413469374,6.8318306664177,10.0830639256712,11.5105204130656,11.3177043861095,8.37661297268924,11.8673357833279,12.7224408515635,11.5146971640833,11.8741390845613,896,1024,1298,787,451,876,1057,1015,1105,1109,1038,1176,1078,1097,1078,1297,1252,1240,1520,1605
"163",215,"2005-02-07",809,0,5.89176762887589,5.67403663395554,4.16082810579611,6.27978349269002,6.94783778264551,7.58400420006831,0,0,FALSE,6.68554544879637,6.14210106218955,5.78266750866472,6.24334699302541,7.2141596518998,7.19210207644236,7.18405413469374,6.8318306664177,10.0830639256712,11.5105204130656,11.3177043861095,8.37661297268924,11.8673357833279,12.7224408515635,11.5146971640833,873,896,1024,1298,787,451,876,1057,1015,1105,1109,1038,1176,1078,1097,1078,1297,1252,1240,1520
"164",216,"2005-02-14",726,0,4.90106770527087,5.89176762887589,5.67403663395554,4.16082810579611,6.27978349269002,6.94783778264551,0,0,FALSE,7.58400420006831,6.68554544879637,6.14210106218955,5.78266750866472,6.24334699302541,7.2141596518998,7.19210207644236,7.18405413469374,6.8318306664177,10.0830639256712,11.5105204130656,11.3177043861095,8.37661297268924,11.8673357833279,12.7224408515635,809,873,896,1024,1298,787,451,876,1057,1015,1105,1109,1038,1176,1078,1097,1078,1297,1252,1240
"165",217,"2005-02-21",771,0,4.38522284146908,4.90106770527087,5.89176762887589,5.67403663395554,4.16082810579611,6.27978349269002,0,0,FALSE,6.94783778264551,7.58400420006831,6.68554544879637,6.14210106218955,5.78266750866472,6.24334699302541,7.2141596518998,7.19210207644236,7.18405413469374,6.8318306664177,10.0830639256712,11.5105204130656,11.3177043861095,8.37661297268924,11.8673357833279,726,809,873,896,1024,1298,787,451,876,1057,1015,1105,1109,1038,1176,1078,1097,1078,1297,1252
"166",218,"2005-02-28",817,0,3.29759745469715,4.38522284146908,4.90106770527087,5.89176762887589,5.67403663395554,4.16082810579611,0,0,FALSE,6.27978349269002,6.94783778264551,7.58400420006831,6.68554544879637,6.14210106218955,5.78266750866472,6.24334699302541,7.2141596518998,7.19210207644236,7.18405413469374,6.8318306664177,10.0830639256712,11.5105204130656,11.3177043861095,8.37661297268924,771,726,809,873,896,1024,1298,787,451,876,1057,1015,1105,1109,1038,1176,1078,1097,1078,1297
"167",219,"2005-03-07",753,0,5.33595735162477,3.29759745469715,4.38522284146908,4.90106770527087,5.89176762887589,5.67403663395554,0,0,FALSE,4.16082810579611,6.27978349269002,6.94783778264551,7.58400420006831,6.68554544879637,6.14210106218955,5.78266750866472,6.24334699302541,7.2141596518998,7.19210207644236,7.18405413469374,6.8318306664177,10.0830639256712,11.5105204130656,11.3177043861095,817,771,726,809,873,896,1024,1298,787,451,876,1057,1015,1105,1109,1038,1176,1078,1097,1078
"168",220,"2005-03-14",669,0,7.9248599719158,5.33595735162477,3.29759745469715,4.38522284146908,4.90106770527087,5.89176762887589,0,0,FALSE,5.67403663395554,4.16082810579611,6.27978349269002,6.94783778264551,7.58400420006831,6.68554544879637,6.14210106218955,5.78266750866472,6.24334699302541,7.2141596518998,7.19210207644236,7.18405413469374,6.8318306664177,10.0830639256712,11.5105204130656,753,817,771,726,809,873,896,1024,1298,787,451,876,1057,1015,1105,1109,1038,1176,1078,1097
