"","X","...1","season","season_week","week_start_date","total_cases","air_temperature","relative_humidity","specific_humidity","precipitation_amount","DTR","total_cases1","total_cases2","total_cases3","total_cases4","total_cases5","air_temperature1","air_temperature2","air_temperature3","air_temperature4","air_temperature5","relative_humidity1","relative_humidity2","relative_humidity3","relative_humidity4","relative_humidity5","specific_humidity1","specific_humidity2","specific_humidity3","specific_humidity4","specific_humidity5","precipitation_amount1","precipitation_amount2","precipitation_amount3","precipitation_amount4","precipitation_amount5","DTR1","DTR2","DTR3","DTR4","DTR5","precipitation_amount6","precipitation_amount7","precipitation_amount8","precipitation_amount9","precipitation_amount10","precipitation_amount11","precipitation_amount12","total_cases6","total_cases7","total_cases8","total_cases9","total_cases10","total_cases11","total_cases12","total_cases13","total_cases14","total_cases15","total_cases16","total_cases17","total_cases18","total_cases19","total_cases20","relative_humidity6","relative_humidity7","relative_humidity8","relative_humidity9","relative_humidity10","relative_humidity11","relative_humidity12","relative_humidity13","relative_humidity14","relative_humidity15","relative_humidity16","relative_humidity17","relative_humidity18","relative_humidity19","relative_humidity20","air_temperature6","air_temperature7","air_temperature8","air_temperature9","air_temperature10","air_temperature11","air_temperature12","air_temperature13","air_temperature14","air_temperature15","air_temperature16","air_temperature17","air_temperature18","air_temperature19","air_temperature20","DTR6","DTR7","DTR8","DTR9","DTR10","DTR11","DTR12","DTR13","DTR14","DTR15","DTR16","DTR17","DTR18","DTR19","DTR20","precipitation_amount13","precipitation_amount14","precipitation_amount15","precipitation_amount16","precipitation_amount17","precipitation_amount18","precipitation_amount19","precipitation_amount20"
"122",122,122,"2002/2003",18,"10/29/2002",28,24.5357142857143,96.1214285714286,18.6214285714286,120.8,6.37142857142857,25,31,16,21,18,25.2085714285714,24.2042857142857,25.6285714285715,25.2542857142857,26.7585714285714,91.08,86.9485714285714,84.8842857142857,87.3514285714286,68.9685714285714,18.19,16.2942857142857,17.2485714285714,17.4142857142857,14.5714285714286,37.1,33.5,39.7,34.6,23.9,8.92857142857144,9.21428571428571,10.7428571428571,13.0428571428571,14.2,41.9,0,4.4,11.9,10.7,7.21,0.1,18,8,17,9,4,7,7,6,5,4,7,7,3,11,11,68.9685714285714,66.0814285714286,72.4428571428572,77.5928571428571,77.4042857142857,82.3814285714286,68.0957142857143,83.22,85.4271428571429,85.4928571428571,83.5485714285714,87.6,83.5342857142857,81.2142857142857,88.5728571428571,26.7585714285714,26.6871428571429,26.1671428571429,26.2385714285715,25.1428571428572,23.0228571428572,25.23,23.1128571428572,24.4771428571429,23.4085714285715,23.5385714285715,22.1528571428572,21.4128571428572,23.1842857142857,23.6742857142857,14.2,16.5285714285714,13.0857142857143,13.0714285714286,12.5285714285714,12.3,14.3142857142857,12.4428571428571,11.1142857142857,12.2714285714286,10.5857142857143,8.3,9.02857142857142,11.6,10.5,7.34,23.14,13.8,11.4,4.8,3.9,14.4,27.75
"123",123,123,"2002/2003",19,"11/5/2002",26,24.1742857142858,95.0542857142857,17.8857142857143,81.43,6.05714285714287,28,25,31,16,21,24.5357142857143,25.2085714285714,24.2042857142857,25.6285714285715,25.2542857142857,96.1214285714286,91.08,86.9485714285714,84.8842857142857,87.3514285714286,18.6214285714286,18.19,16.2942857142857,17.2485714285714,17.4142857142857,120.8,37.1,33.5,39.7,34.6,6.37142857142857,8.92857142857144,9.21428571428571,10.7428571428571,13.0428571428571,23.9,41.9,0,4.4,11.9,10.7,7.21,21,22,8,17,9,4,7,7,6,5,4,7,7,3,11,87.3514285714286,82.3442857142857,66.0814285714286,72.4428571428572,77.5928571428571,77.4042857142857,82.3814285714286,68.0957142857143,83.22,85.4271428571429,85.4928571428571,83.5485714285714,87.6,83.5342857142857,81.2142857142857,25.2542857142857,26.0514285714286,26.6871428571429,26.1671428571429,26.2385714285715,25.1428571428572,23.0228571428572,25.23,23.1128571428572,24.4771428571429,23.4085714285715,23.5385714285715,22.1528571428572,21.4128571428572,23.1842857142857,13.0428571428571,12.1428571428572,16.5285714285714,13.0857142857143,13.0714285714286,12.5285714285714,12.3,14.3142857142857,12.4428571428571,11.1142857142857,12.2714285714286,10.5857142857143,8.3,9.02857142857142,11.6,0.1,7.34,23.14,13.8,11.4,4.8,3.9,14.4
"124",124,124,"2002/2003",20,"11/12/2002",18,23.9742857142857,97.3542857142857,18.2485714285714,99.8,6.9,26,28,25,31,16,24.1742857142858,24.5357142857143,25.2085714285714,24.2042857142857,25.6285714285715,95.0542857142857,96.1214285714286,91.08,86.9485714285714,84.8842857142857,17.8857142857143,18.6214285714286,18.19,16.2942857142857,17.2485714285714,81.43,120.8,37.1,33.5,39.7,6.05714285714287,6.37142857142857,8.92857142857144,9.21428571428571,10.7428571428571,34.6,23.9,41.9,0,4.4,11.9,10.7,16,18,22,8,17,9,4,7,7,6,5,4,7,7,3,84.8842857142857,68.9685714285714,82.3442857142857,66.0814285714286,72.4428571428572,77.5928571428571,77.4042857142857,82.3814285714286,68.0957142857143,83.22,85.4271428571429,85.4928571428571,83.5485714285714,87.6,83.5342857142857,25.6285714285715,26.7585714285714,26.0514285714286,26.6871428571429,26.1671428571429,26.2385714285715,25.1428571428572,23.0228571428572,25.23,23.1128571428572,24.4771428571429,23.4085714285715,23.5385714285715,22.1528571428572,21.4128571428572,10.7428571428571,14.2,12.1428571428572,16.5285714285714,13.0857142857143,13.0714285714286,12.5285714285714,12.3,14.3142857142857,12.4428571428571,11.1142857142857,12.2714285714286,10.5857142857143,8.3,9.02857142857142,7.21,0.1,7.34,23.14,13.8,11.4,4.8,3.9
"125",125,125,"2002/2003",21,"11/19/2002",27,25.0957142857143,95.0628571428571,19.0628571428571,59.12,9.30000000000001,18,26,28,25,31,23.9742857142857,24.1742857142858,24.5357142857143,25.2085714285714,24.2042857142857,97.3542857142857,95.0542857142857,96.1214285714286,91.08,86.9485714285714,18.2485714285714,17.8857142857143,18.6214285714286,18.19,16.2942857142857,99.8,81.43,120.8,37.1,33.5,6.9,6.05714285714287,6.37142857142857,8.92857142857144,9.21428571428571,39.7,34.6,23.9,41.9,0,4.4,11.9,31,21,18,22,8,17,9,4,7,7,6,5,4,7,7,86.9485714285714,87.3514285714286,68.9685714285714,82.3442857142857,66.0814285714286,72.4428571428572,77.5928571428571,77.4042857142857,82.3814285714286,68.0957142857143,83.22,85.4271428571429,85.4928571428571,83.5485714285714,87.6,24.2042857142857,25.2542857142857,26.7585714285714,26.0514285714286,26.6871428571429,26.1671428571429,26.2385714285715,25.1428571428572,23.0228571428572,25.23,23.1128571428572,24.4771428571429,23.4085714285715,23.5385714285715,22.1528571428572,9.21428571428571,13.0428571428571,14.2,12.1428571428572,16.5285714285714,13.0857142857143,13.0714285714286,12.5285714285714,12.3,14.3142857142857,12.4428571428571,11.1142857142857,12.2714285714286,10.5857142857143,8.3,10.7,7.21,0.1,7.34,23.14,13.8,11.4,4.8
"126",126,126,"2002/2003",22,"11/26/2002",11,25.3,88.6742857142857,17.7842857142857,43.8,9.62857142857142,27,18,26,28,25,25.0957142857143,23.9742857142857,24.1742857142858,24.5357142857143,25.2085714285714,95.0628571428571,97.3542857142857,95.0542857142857,96.1214285714286,91.08,19.0628571428571,18.2485714285714,17.8857142857143,18.6214285714286,18.19,59.12,99.8,81.43,120.8,37.1,9.30000000000001,6.9,6.05714285714287,6.37142857142857,8.92857142857144,33.5,39.7,34.6,23.9,41.9,0,4.4,25,16,21,18,22,8,17,9,4,7,7,6,5,4,7,91.08,84.8842857142857,87.3514285714286,68.9685714285714,82.3442857142857,66.0814285714286,72.4428571428572,77.5928571428571,77.4042857142857,82.3814285714286,68.0957142857143,83.22,85.4271428571429,85.4928571428571,83.5485714285714,25.2085714285714,25.6285714285715,25.2542857142857,26.7585714285714,26.0514285714286,26.6871428571429,26.1671428571429,26.2385714285715,25.1428571428572,23.0228571428572,25.23,23.1128571428572,24.4771428571429,23.4085714285715,23.5385714285715,8.92857142857144,10.7428571428571,13.0428571428571,14.2,12.1428571428572,16.5285714285714,13.0857142857143,13.0714285714286,12.5285714285714,12.3,14.3142857142857,12.4428571428571,11.1142857142857,12.2714285714286,10.5857142857143,11.9,10.7,7.21,0.1,7.34,23.14,13.8,11.4
"127",127,127,"2002/2003",23,"12/3/2002",38,24.58,93.7542857142857,18.06,31.09,7.54285714285714,11,27,18,26,28,25.3,25.0957142857143,23.9742857142857,24.1742857142858,24.5357142857143,88.6742857142857,95.0628571428571,97.3542857142857,95.0542857142857,96.1214285714286,17.7842857142857,19.0628571428571,18.2485714285714,17.8857142857143,18.6214285714286,43.8,59.12,99.8,81.43,120.8,9.62857142857142,9.30000000000001,6.9,6.05714285714287,6.37142857142857,37.1,33.5,39.7,34.6,23.9,41.9,0,28,31,16,21,18,22,8,17,9,4,7,7,6,5,4,96.1214285714286,86.9485714285714,84.8842857142857,87.3514285714286,68.9685714285714,82.3442857142857,66.0814285714286,72.4428571428572,77.5928571428571,77.4042857142857,82.3814285714286,68.0957142857143,83.22,85.4271428571429,85.4928571428571,24.5357142857143,24.2042857142857,25.6285714285715,25.2542857142857,26.7585714285714,26.0514285714286,26.6871428571429,26.1671428571429,26.2385714285715,25.1428571428572,23.0228571428572,25.23,23.1128571428572,24.4771428571429,23.4085714285715,6.37142857142857,9.21428571428571,10.7428571428571,13.0428571428571,14.2,12.1428571428572,16.5285714285714,13.0857142857143,13.0714285714286,12.5285714285714,12.3,14.3142857142857,12.4428571428571,11.1142857142857,12.2714285714286,4.4,11.9,10.7,7.21,0.1,7.34,23.14,13.8
"128",128,128,"2002/2003",24,"12/10/2002",29,24.8514285714286,93.6557142857143,18.4214285714286,28.6,7,38,11,27,18,26,24.58,25.3,25.0957142857143,23.9742857142857,24.1742857142858,93.7542857142857,88.6742857142857,95.0628571428571,97.3542857142857,95.0542857142857,18.06,17.7842857142857,19.0628571428571,18.2485714285714,17.8857142857143,31.09,43.8,59.12,99.8,81.43,7.54285714285714,9.62857142857142,9.30000000000001,6.9,6.05714285714287,120.8,37.1,33.5,39.7,34.6,23.9,41.9,26,25,31,16,21,18,22,8,17,9,4,7,7,6,5,95.0542857142857,91.08,86.9485714285714,84.8842857142857,87.3514285714286,68.9685714285714,82.3442857142857,66.0814285714286,72.4428571428572,77.5928571428571,77.4042857142857,82.3814285714286,68.0957142857143,83.22,85.4271428571429,24.1742857142858,25.2085714285714,24.2042857142857,25.6285714285715,25.2542857142857,26.7585714285714,26.0514285714286,26.6871428571429,26.1671428571429,26.2385714285715,25.1428571428572,23.0228571428572,25.23,23.1128571428572,24.4771428571429,6.05714285714287,8.92857142857144,9.21428571428571,10.7428571428571,13.0428571428571,14.2,12.1428571428572,16.5285714285714,13.0857142857143,13.0714285714286,12.5285714285714,12.3,14.3142857142857,12.4428571428571,11.1142857142857,0,4.4,11.9,10.7,7.21,0.1,7.34,23.14
"129",129,129,"2002/2003",25,"12/17/2002",21,24.7,92.8328571428571,18.1142857142857,46.8,8,29,38,11,27,18,24.8514285714286,24.58,25.3,25.0957142857143,23.9742857142857,93.6557142857143,93.7542857142857,88.6742857142857,95.0628571428571,97.3542857142857,18.4214285714286,18.06,17.7842857142857,19.0628571428571,18.2485714285714,28.6,31.09,43.8,59.12,99.8,7,7.54285714285714,9.62857142857142,9.30000000000001,6.9,81.43,120.8,37.1,33.5,39.7,34.6,23.9,18,28,25,31,16,21,18,22,8,17,9,4,7,7,6,97.3542857142857,96.1214285714286,91.08,86.9485714285714,84.8842857142857,87.3514285714286,68.9685714285714,82.3442857142857,66.0814285714286,72.4428571428572,77.5928571428571,77.4042857142857,82.3814285714286,68.0957142857143,83.22,23.9742857142857,24.5357142857143,25.2085714285714,24.2042857142857,25.6285714285715,25.2542857142857,26.7585714285714,26.0514285714286,26.6871428571429,26.1671428571429,26.2385714285715,25.1428571428572,23.0228571428572,25.23,23.1128571428572,6.9,6.37142857142857,8.92857142857144,9.21428571428571,10.7428571428571,13.0428571428571,14.2,12.1428571428572,16.5285714285714,13.0857142857143,13.0714285714286,12.5285714285714,12.3,14.3142857142857,12.4428571428571,41.9,0,4.4,11.9,10.7,7.21,0.1,7.34
"130",130,130,"2002/2003",26,"12/24/2002",11,23.9128571428572,96.3,17.9442857142857,120.9,5.77142857142859,21,29,38,11,27,24.7,24.8514285714286,24.58,25.3,25.0957142857143,92.8328571428571,93.6557142857143,93.7542857142857,88.6742857142857,95.0628571428571,18.1142857142857,18.4214285714286,18.06,17.7842857142857,19.0628571428571,46.8,28.6,31.09,43.8,59.12,8,7,7.54285714285714,9.62857142857142,9.30000000000001,99.8,81.43,120.8,37.1,33.5,39.7,34.6,27,26,28,25,31,16,21,18,22,8,17,9,4,7,7,95.0628571428571,95.0542857142857,96.1214285714286,91.08,86.9485714285714,84.8842857142857,87.3514285714286,68.9685714285714,82.3442857142857,66.0814285714286,72.4428571428572,77.5928571428571,77.4042857142857,82.3814285714286,68.0957142857143,25.0957142857143,24.1742857142858,24.5357142857143,25.2085714285714,24.2042857142857,25.6285714285715,25.2542857142857,26.7585714285714,26.0514285714286,26.6871428571429,26.1671428571429,26.2385714285715,25.1428571428572,23.0228571428572,25.23,9.30000000000001,6.05714285714287,6.37142857142857,8.92857142857144,9.21428571428571,10.7428571428571,13.0428571428571,14.2,12.1428571428572,16.5285714285714,13.0857142857143,13.0714285714286,12.5285714285714,12.3,14.3142857142857,23.9,41.9,0,4.4,11.9,10.7,7.21,0.1
"131",131,131,"2002/2003",27,"1/1/2003",10,24.7614285714286,89.87,17.3314285714286,28.4,9.05714285714286,11,21,29,38,11,23.9128571428572,24.7,24.8514285714286,24.58,25.3,96.3,92.8328571428571,93.6557142857143,93.7542857142857,88.6742857142857,17.9442857142857,18.1142857142857,18.4214285714286,18.06,17.7842857142857,120.9,46.8,28.6,31.09,43.8,5.77142857142859,8,7,7.54285714285714,9.62857142857142,59.12,99.8,81.43,120.8,37.1,33.5,39.7,11,18,26,28,25,31,16,21,18,22,8,17,9,4,7,88.6742857142857,97.3542857142857,95.0542857142857,96.1214285714286,91.08,86.9485714285714,84.8842857142857,87.3514285714286,68.9685714285714,82.3442857142857,66.0814285714286,72.4428571428572,77.5928571428571,77.4042857142857,82.3814285714286,25.3,23.9742857142857,24.1742857142858,24.5357142857143,25.2085714285714,24.2042857142857,25.6285714285715,25.2542857142857,26.7585714285714,26.0514285714286,26.6871428571429,26.1671428571429,26.2385714285715,25.1428571428572,23.0228571428572,9.62857142857142,6.9,6.05714285714287,6.37142857142857,8.92857142857144,9.21428571428571,10.7428571428571,13.0428571428571,14.2,12.1428571428572,16.5285714285714,13.0857142857143,13.0714285714286,12.5285714285714,12.3,34.6,23.9,41.9,0,4.4,11.9,10.7,7.21
"132",132,132,"2002/2003",28,"1/8/2003",5,23.77,94.3742857142857,17.43,27.9,7.74285714285715,10,11,21,29,38,24.7614285714286,23.9128571428572,24.7,24.8514285714286,24.58,89.87,96.3,92.8328571428571,93.6557142857143,93.7542857142857,17.3314285714286,17.9442857142857,18.1142857142857,18.4214285714286,18.06,28.4,120.9,46.8,28.6,31.09,9.05714285714286,5.77142857142859,8,7,7.54285714285714,43.8,59.12,99.8,81.43,120.8,37.1,33.5,38,27,18,26,28,25,31,16,21,18,22,8,17,9,4,93.7542857142857,95.0628571428571,97.3542857142857,95.0542857142857,96.1214285714286,91.08,86.9485714285714,84.8842857142857,87.3514285714286,68.9685714285714,82.3442857142857,66.0814285714286,72.4428571428572,77.5928571428571,77.4042857142857,24.58,25.0957142857143,23.9742857142857,24.1742857142858,24.5357142857143,25.2085714285714,24.2042857142857,25.6285714285715,25.2542857142857,26.7585714285714,26.0514285714286,26.6871428571429,26.1671428571429,26.2385714285715,25.1428571428572,7.54285714285714,9.30000000000001,6.9,6.05714285714287,6.37142857142857,8.92857142857144,9.21428571428571,10.7428571428571,13.0428571428571,14.2,12.1428571428572,16.5285714285714,13.0857142857143,13.0714285714286,12.5285714285714,39.7,34.6,23.9,41.9,0,4.4,11.9,10.7
"133",133,133,"2002/2003",29,"1/15/2003",6,24.9757142857143,84.46,16.5142857142857,8.8,10.2714285714286,5,10,11,21,29,23.77,24.7614285714286,23.9128571428572,24.7,24.8514285714286,94.3742857142857,89.87,96.3,92.8328571428571,93.6557142857143,17.43,17.3314285714286,17.9442857142857,18.1142857142857,18.4214285714286,27.9,28.4,120.9,46.8,28.6,7.74285714285715,9.05714285714286,5.77142857142859,8,7,31.09,43.8,59.12,99.8,81.43,120.8,37.1,29,11,27,18,26,28,25,31,16,21,18,22,8,17,9,93.6557142857143,88.6742857142857,95.0628571428571,97.3542857142857,95.0542857142857,96.1214285714286,91.08,86.9485714285714,84.8842857142857,87.3514285714286,68.9685714285714,82.3442857142857,66.0814285714286,72.4428571428572,77.5928571428571,24.8514285714286,25.3,25.0957142857143,23.9742857142857,24.1742857142858,24.5357142857143,25.2085714285714,24.2042857142857,25.6285714285715,25.2542857142857,26.7585714285714,26.0514285714286,26.6871428571429,26.1671428571429,26.2385714285715,7,9.62857142857142,9.30000000000001,6.9,6.05714285714287,6.37142857142857,8.92857142857144,9.21428571428571,10.7428571428571,13.0428571428571,14.2,12.1428571428572,16.5285714285714,13.0857142857143,13.0714285714286,33.5,39.7,34.6,23.9,41.9,0,4.4,11.9
"134",134,134,"2002/2003",30,"1/22/2003",2,26.3371428571429,74.8842857142857,15.5928571428571,6.26,11.7714285714286,6,5,10,11,21,24.9757142857143,23.77,24.7614285714286,23.9128571428572,24.7,84.46,94.3742857142857,89.87,96.3,92.8328571428571,16.5142857142857,17.43,17.3314285714286,17.9442857142857,18.1142857142857,8.8,27.9,28.4,120.9,46.8,10.2714285714286,7.74285714285715,9.05714285714286,5.77142857142859,8,28.6,31.09,43.8,59.12,99.8,81.43,120.8,21,38,11,27,18,26,28,25,31,16,21,18,22,8,17,92.8328571428571,93.7542857142857,88.6742857142857,95.0628571428571,97.3542857142857,95.0542857142857,96.1214285714286,91.08,86.9485714285714,84.8842857142857,87.3514285714286,68.9685714285714,82.3442857142857,66.0814285714286,72.4428571428572,24.7,24.58,25.3,25.0957142857143,23.9742857142857,24.1742857142858,24.5357142857143,25.2085714285714,24.2042857142857,25.6285714285715,25.2542857142857,26.7585714285714,26.0514285714286,26.6871428571429,26.1671428571429,8,7.54285714285714,9.62857142857142,9.30000000000001,6.9,6.05714285714287,6.37142857142857,8.92857142857144,9.21428571428571,10.7428571428571,13.0428571428571,14.2,12.1428571428572,16.5285714285714,13.0857142857143,37.1,33.5,39.7,34.6,23.9,41.9,0,4.4
"135",135,135,"2002/2003",31,"1/29/2003",1,24.0685714285715,94.5528571428571,17.8528571428571,170.6,7.45714285714286,2,6,5,10,11,26.3371428571429,24.9757142857143,23.77,24.7614285714286,23.9128571428572,74.8842857142857,84.46,94.3742857142857,89.87,96.3,15.5928571428571,16.5142857142857,17.43,17.3314285714286,17.9442857142857,6.26,8.8,27.9,28.4,120.9,11.7714285714286,10.2714285714286,7.74285714285715,9.05714285714286,5.77142857142859,46.8,28.6,31.09,43.8,59.12,99.8,81.43,11,29,38,11,27,18,26,28,25,31,16,21,18,22,8,96.3,93.6557142857143,93.7542857142857,88.6742857142857,95.0628571428571,97.3542857142857,95.0542857142857,96.1214285714286,91.08,86.9485714285714,84.8842857142857,87.3514285714286,68.9685714285714,82.3442857142857,66.0814285714286,23.9128571428572,24.8514285714286,24.58,25.3,25.0957142857143,23.9742857142857,24.1742857142858,24.5357142857143,25.2085714285714,24.2042857142857,25.6285714285715,25.2542857142857,26.7585714285714,26.0514285714286,26.6871428571429,5.77142857142859,7,7.54285714285714,9.62857142857142,9.30000000000001,6.9,6.05714285714287,6.37142857142857,8.92857142857144,9.21428571428571,10.7428571428571,13.0428571428571,14.2,12.1428571428572,16.5285714285714,120.8,37.1,33.5,39.7,34.6,23.9,41.9,0
"136",136,136,"2002/2003",32,"2/5/2003",2,23.4357142857143,94.3542857142857,17.0157142857143,38.7,6.02857142857143,1,2,6,5,10,24.0685714285715,26.3371428571429,24.9757142857143,23.77,24.7614285714286,94.5528571428571,74.8842857142857,84.46,94.3742857142857,89.87,17.8528571428571,15.5928571428571,16.5142857142857,17.43,17.3314285714286,170.6,6.26,8.8,27.9,28.4,7.45714285714286,11.7714285714286,10.2714285714286,7.74285714285715,9.05714285714286,120.9,46.8,28.6,31.09,43.8,59.12,99.8,10,21,29,38,11,27,18,26,28,25,31,16,21,18,22,89.87,92.8328571428571,93.6557142857143,93.7542857142857,88.6742857142857,95.0628571428571,97.3542857142857,95.0542857142857,96.1214285714286,91.08,86.9485714285714,84.8842857142857,87.3514285714286,68.9685714285714,82.3442857142857,24.7614285714286,24.7,24.8514285714286,24.58,25.3,25.0957142857143,23.9742857142857,24.1742857142858,24.5357142857143,25.2085714285714,24.2042857142857,25.6285714285715,25.2542857142857,26.7585714285714,26.0514285714286,9.05714285714286,8,7,7.54285714285714,9.62857142857142,9.30000000000001,6.9,6.05714285714287,6.37142857142857,8.92857142857144,9.21428571428571,10.7428571428571,13.0428571428571,14.2,12.1428571428572,81.43,120.8,37.1,33.5,39.7,34.6,23.9,41.9
"137",137,137,"2002/2003",33,"2/12/2003",2,25.4171428571429,89.9742857142857,18.02,41.1,10.8857142857143,2,1,2,6,5,23.4357142857143,24.0685714285715,26.3371428571429,24.9757142857143,23.77,94.3542857142857,94.5528571428571,74.8842857142857,84.46,94.3742857142857,17.0157142857143,17.8528571428571,15.5928571428571,16.5142857142857,17.43,38.7,170.6,6.26,8.8,27.9,6.02857142857143,7.45714285714286,11.7714285714286,10.2714285714286,7.74285714285715,28.4,120.9,46.8,28.6,31.09,43.8,59.12,5,11,21,29,38,11,27,18,26,28,25,31,16,21,18,94.3742857142857,96.3,92.8328571428571,93.6557142857143,93.7542857142857,88.6742857142857,95.0628571428571,97.3542857142857,95.0542857142857,96.1214285714286,91.08,86.9485714285714,84.8842857142857,87.3514285714286,68.9685714285714,23.77,23.9128571428572,24.7,24.8514285714286,24.58,25.3,25.0957142857143,23.9742857142857,24.1742857142858,24.5357142857143,25.2085714285714,24.2042857142857,25.6285714285715,25.2542857142857,26.7585714285714,7.74285714285715,5.77142857142859,8,7,7.54285714285714,9.62857142857142,9.30000000000001,6.9,6.05714285714287,6.37142857142857,8.92857142857144,9.21428571428571,10.7428571428571,13.0428571428571,14.2,99.8,81.43,120.8,37.1,33.5,39.7,34.6,23.9
"138",138,138,"2002/2003",34,"2/19/2003",3,26.2,86.0128571428571,18.0442857142857,53.6,9.11428571428571,2,2,1,2,6,25.4171428571429,23.4357142857143,24.0685714285715,26.3371428571429,24.9757142857143,89.9742857142857,94.3542857142857,94.5528571428571,74.8842857142857,84.46,18.02,17.0157142857143,17.8528571428571,15.5928571428571,16.5142857142857,41.1,38.7,170.6,6.26,8.8,10.8857142857143,6.02857142857143,7.45714285714286,11.7714285714286,10.2714285714286,27.9,28.4,120.9,46.8,28.6,31.09,43.8,6,10,11,21,29,38,11,27,18,26,28,25,31,16,21,84.46,89.87,96.3,92.8328571428571,93.6557142857143,93.7542857142857,88.6742857142857,95.0628571428571,97.3542857142857,95.0542857142857,96.1214285714286,91.08,86.9485714285714,84.8842857142857,87.3514285714286,24.9757142857143,24.7614285714286,23.9128571428572,24.7,24.8514285714286,24.58,25.3,25.0957142857143,23.9742857142857,24.1742857142858,24.5357142857143,25.2085714285714,24.2042857142857,25.6285714285715,25.2542857142857,10.2714285714286,9.05714285714286,5.77142857142859,8,7,7.54285714285714,9.62857142857142,9.30000000000001,6.9,6.05714285714287,6.37142857142857,8.92857142857144,9.21428571428571,10.7428571428571,13.0428571428571,59.12,99.8,81.43,120.8,37.1,33.5,39.7,34.6
"139",139,139,"2002/2003",35,"2/26/2003",5,24.3585714285715,92.4685714285714,17.5,134.46,7.9,3,2,2,1,2,26.2,25.4171428571429,23.4357142857143,24.0685714285715,26.3371428571429,86.0128571428571,89.9742857142857,94.3542857142857,94.5528571428571,74.8842857142857,18.0442857142857,18.02,17.0157142857143,17.8528571428571,15.5928571428571,53.6,41.1,38.7,170.6,6.26,9.11428571428571,10.8857142857143,6.02857142857143,7.45714285714286,11.7714285714286,8.8,27.9,28.4,120.9,46.8,28.6,31.09,2,5,10,11,21,29,38,11,27,18,26,28,25,31,16,74.8842857142857,94.3742857142857,89.87,96.3,92.8328571428571,93.6557142857143,93.7542857142857,88.6742857142857,95.0628571428571,97.3542857142857,95.0542857142857,96.1214285714286,91.08,86.9485714285714,84.8842857142857,26.3371428571429,23.77,24.7614285714286,23.9128571428572,24.7,24.8514285714286,24.58,25.3,25.0957142857143,23.9742857142857,24.1742857142858,24.5357142857143,25.2085714285714,24.2042857142857,25.6285714285715,11.7714285714286,7.74285714285715,9.05714285714286,5.77142857142859,8,7,7.54285714285714,9.62857142857142,9.30000000000001,6.9,6.05714285714287,6.37142857142857,8.92857142857144,9.21428571428571,10.7428571428571,43.8,59.12,99.8,81.43,120.8,37.1,33.5,39.7
"140",140,140,"2002/2003",36,"3/5/2003",1,23.53,96.1714285714286,17.5157142857143,186.8,6.24285714285714,5,3,2,2,1,24.3585714285715,26.2,25.4171428571429,23.4357142857143,24.0685714285715,92.4685714285714,86.0128571428571,89.9742857142857,94.3542857142857,94.5528571428571,17.5,18.0442857142857,18.02,17.0157142857143,17.8528571428571,134.46,53.6,41.1,38.7,170.6,7.9,9.11428571428571,10.8857142857143,6.02857142857143,7.45714285714286,6.26,8.8,27.9,28.4,120.9,46.8,28.6,1,6,5,10,11,21,29,38,11,27,18,26,28,25,31,94.5528571428571,84.46,94.3742857142857,89.87,96.3,92.8328571428571,93.6557142857143,93.7542857142857,88.6742857142857,95.0628571428571,97.3542857142857,95.0542857142857,96.1214285714286,91.08,86.9485714285714,24.0685714285715,24.9757142857143,23.77,24.7614285714286,23.9128571428572,24.7,24.8514285714286,24.58,25.3,25.0957142857143,23.9742857142857,24.1742857142858,24.5357142857143,25.2085714285714,24.2042857142857,7.45714285714286,10.2714285714286,7.74285714285715,9.05714285714286,5.77142857142859,8,7,7.54285714285714,9.62857142857142,9.30000000000001,6.9,6.05714285714287,6.37142857142857,8.92857142857144,9.21428571428571,31.09,43.8,59.12,99.8,81.43,120.8,37.1,33.5
"141",141,141,"2002/2003",37,"3/12/2003",4,24.7428571428572,93.6285714285714,18.2528571428571,362.03,8.34285714285716,1,5,3,2,2,23.53,24.3585714285715,26.2,25.4171428571429,23.4357142857143,96.1714285714286,92.4685714285714,86.0128571428571,89.9742857142857,94.3542857142857,17.5157142857143,17.5,18.0442857142857,18.02,17.0157142857143,186.8,134.46,53.6,41.1,38.7,6.24285714285714,7.9,9.11428571428571,10.8857142857143,6.02857142857143,170.6,6.26,8.8,27.9,28.4,120.9,46.8,2,2,6,5,10,11,21,29,38,11,27,18,26,28,25,94.3542857142857,74.8842857142857,84.46,94.3742857142857,89.87,96.3,92.8328571428571,93.6557142857143,93.7542857142857,88.6742857142857,95.0628571428571,97.3542857142857,95.0542857142857,96.1214285714286,91.08,23.4357142857143,26.3371428571429,24.9757142857143,23.77,24.7614285714286,23.9128571428572,24.7,24.8514285714286,24.58,25.3,25.0957142857143,23.9742857142857,24.1742857142858,24.5357142857143,25.2085714285714,6.02857142857143,11.7714285714286,10.2714285714286,7.74285714285715,9.05714285714286,5.77142857142859,8,7,7.54285714285714,9.62857142857142,9.30000000000001,6.9,6.05714285714287,6.37142857142857,8.92857142857144,28.6,31.09,43.8,59.12,99.8,81.43,120.8,37.1
